WIN ['5C', 'AD', '5D', 'AC', '9C'] ['7C', '5H', '8D', 'TD', 'KS']
WIN ['4D', 'AH', 'KD', '9H', 'KS'] ['5C', '4C', '6H', 'JC', '7S']
WIN ['9C', 'JD', '9H', 'AH', 'JS'] ['8S', 'QH', '3H', 'KS', '8H']
WIN ['8D', '3C', 'JD', '2H', 'AC'] ['9C', '7H', '5S', '4D', '8H']
WIN ['7C', 'JH', '9H', '6C', 'JS'] ['9S', '7H', '8C', '9D', '4H']
WIN ['6H', '7S', 'JH', 'KH', 'AH'] ['7H', 'TD', '5S', '6S', '2C']
WIN ['3S', 'AS', 'KD', '8H', '4C'] ['3H', '7C', 'JH', 'QH', 'TS']
WIN ['7S', '6D', '7H', '9D', 'JH'] ['4C', '3D', '3S', '6C', 'AS']
WIN ['4S', '2H', '2C', '4C', '8S'] ['5H', 'KC', '8C', 'QC', 'QD']
WIN ['3H', '3S', '6C', 'QS', 'QC'] ['2D', '6S', '5D', '2C', '9D']
WIN ['2H', '8D', 'JH', '2S', '3H'] ['2D', '6C', '5C', '7S', 'AD']
WIN ['QC', '5S', '9H', '9C', '4D'] ['6S', 'KS', '2S', '4C', '7C']
WIN ['9C', '2S', '2H', 'JC', '6S'] ['6C', 'TC', 'QC', 'JH', '5C']
WIN ['7S', 'AC', '8H', 'KC', '8S'] ['6H', 'QS', 'JC', '3D', '6S']
WIN ['JS', '2D', 'JH', '8C', '4S'] ['6H', '8H', '6D', '5D', 'AD']
WIN ['9C', '3D', 'AH', '9H', '5S'] ['2C', '7D', 'AD', 'JC', '3S']
WIN ['QD', '9D', '9C', '3S', 'JC'] ['8C', 'KS', '8H', '5D', '4D']
WIN ['TS', 'AC', 'QC', 'TH', 'KC'] ['6D', '4H', '7S', '8C', '2H']
WIN ['3H', '4D', 'QH', '5D', '9C'] ['5H', '7D', '4S', 'JC', '3S']
WIN ['7H', '2C', 'KC', '5S', 'KD'] ['6H', 'AH', 'QC', '7S', 'QH']
WIN ['6H', '5C', 'AC', '5H', '2C'] ['9C', '2D', '7C', 'TD', '2S']
WIN ['QD', '8S', '7D', '2H', '2C'] ['7C', 'JC', '2S', '5H', '8C']
WIN ['3S', '7C', 'AD', '9H', '2H'] ['9S', 'JD', 'TS', '4C', '2D']
WIN ['JH', 'TH', 'TD', '3S', '4D'] ['4H', '5S', '5D', 'QS', '2C']
WIN ['8C', 'JS', '9D', '6H', 'JD'] ['3H', 'AD', '6S', 'TD', 'QC']
WIN ['KC', '8S', '3D', '7C', 'TD'] ['7D', '8D', '9H', '4S', '3S']
WIN ['5H', '8C', '5S', '3C', '4S'] ['3D', '7C', '8D', 'AS', '3H']
WIN ['AS', 'TS', '7C', '3H', 'AD'] ['7D', 'JC', 'QS', '6C', '6H']
WIN ['6C', '5C', '7H', '7S', 'TD'] ['AD', 'JD', '5S', '2H', '2S']
WIN ['KC', 'TH', '2D', '6H', '7S'] ['2S', 'TC', '8C', '9D', 'QS']
WIN ['JS', '6D', 'JD', 'JC', '2H'] ['AC', '6C', '3D', 'KH', '8D']
WIN ['KH', 'JD', '9S', '5D', '4H'] ['4C', '3H', '7S', 'QS', '5C']
WIN ['QS', '3D', 'JD', 'AS', '8D'] ['TH', '7C', '6S', 'QC', 'KS']
WIN ['7S', '2H', '8C', 'QC', '7H'] ['AC', '6D', '2D', 'TH', 'KH']
WIN ['5S', '6C', '7H', 'KH', '7D'] ['AH', '8C', '5C', '7S', '3D']
WIN ['3C', 'AD', '4S', 'KS', 'JH'] ['7C', '5C', '8C', '9C', 'TH']
WIN ['AS', 'TD', '4D', '7C', 'JD'] ['8C', 'QH', '3C', '5H', '9S']
WIN ['3H', '9C', '8S', '9S', '6S'] ['QD', 'KS', 'AH', '5H', 'JH']
WIN ['4D', 'AS', '4C', 'QS', '5S'] ['9D', '6S', 'JD', 'QH', 'KS']
WIN ['6D', 'AH', '6C', '4C', '5H'] ['TS', '9H', '7D', '3D', '5S']
WIN ['JH', '9C', '2C', '6H', '2D'] ['JS', '5D', '9H', 'KC', '6D']
WIN ['7C', '4H', '7H', 'AH', 'QC'] ['AC', '4D', '5D', '6D', 'TH']
WIN ['4S', '8C', '3D', '4H', 'JS'] ['TD', '7S', 'JH', 'QS', 'KD']
WIN ['TH', '7C', '6H', 'TS', 'QH'] ['5S', '2C', 'KC', 'TD', '6S']
WIN ['8D', '7D', '6C', '7C', '9D'] ['KD', 'AS', '5C', 'QH', 'JH']
WIN ['8D', '3H', '5C', '7H', 'KS'] ['5H', 'QH', '2D', '8C', '9H']
WIN ['2D', 'TH', '6D', 'QD', '6C'] ['KC', '3H', '3S', 'AD', '4C']
WIN ['3D', '5C', '6H', '3S', '3C'] ['JC', '5S', '7S', '2S', 'QH']
WIN ['AC', '5C', '8C', '4D', '5D'] ['4H', '2S', 'QD', '3C', '3H']
WIN ['QD', 'TS', '7D', 'AS', 'AC'] ['2C', 'TD', '6H', '8H', 'AH']
WIN ['6D', '2D', '3H', '2S', 'QD'] ['5S', '7H', 'AS', 'TH', '6S']
WIN ['AS', '6D', '8D', '2C', '8S'] ['TD', '8H', 'QD', 'JC', 'AH']
WIN ['9C', '9H', '2D', 'TD', 'QH'] ['2H', '5C', 'TC', '3D', '8H']
WIN ['KC', '8S', '3D', 'KH', '2S'] ['TS', 'TC', '6S', '4D', 'JH']
WIN ['9H', '9D', 'QS', 'AC', 'KC'] ['6H', '5D', '4D', '8D', 'AH']
WIN ['3D', 'AC', '9S', 'AS', '2C'] ['2D', '2H', '3H', 'JC', 'KH']
WIN ['2H', '7H', '3S', '2S', '5H'] ['QS', '3C', 'AS', '9H', 'KD']
WIN ['6D', 'KD', '6S', '7H', '3S'] ['KH', '2H', '5C', 'JC', '6C']
WIN ['2D', '9H', 'AH', 'AC', '7H'] ['2S', 'JH', '3S', '7C', 'QC']
WIN ['2D', '7S', 'TD', 'TH', '6D'] ['JD', '8D', '4D', '2H', '5S']
WIN ['8S', 'QH', 'KD', 'JD', 'QS'] ['JH', '4D', 'KC', '5H', '3S']
WIN ['KD', '6C', '9C', '9D', 'TS'] ['2S', 'JC', '4H', '2C', 'QD']
WIN ['KH', '9C', '2H', 'KD', '9D'] ['TC', '7S', 'KC', 'JH', '2D']
WIN ['2D', '8C', 'TD', '4C', '2H'] ['QC', '5D', 'TC', '2C', '7D']
WIN ['2S', '9S', '8S', '4C', '8C'] ['3D', '6H', 'QD', '7C', '7H']
WIN ['8S', '6S', '2H', 'JC', '3S'] ['3H', '9D', '8C', '2S', '7H']
WIN ['3H', '3S', '7D', '4C', '9S'] ['5H', '8H', 'JC', '3D', 'TC']
WIN ['KH', 'AS', 'TS', '9D', 'KD'] ['9C', '7S', '4D', '8H', '5S']
WIN ['KS', '4D', 'AC', '8S', '9S'] ['8D', 'TH', 'QH', '9D', '5C']
WIN ['5D', '5C', '8C', 'QS', 'TC'] ['4C', '3D', '3S', '2C', '8D']
WIN ['9D', 'KS', '2D', '3C', 'KC'] ['4S', '8C', 'KH', '6C', 'JC']
WIN ['8H', 'AH', '6H', '7D', '7S'] ['QD', '3C', '4C', '6C', 'KC']
WIN ['QH', 'AS', 'QS', '7D', 'JC'] ['KC', '2C', '4C', '5C', '5S']
WIN ['QH', '3D', 'AS', 'JS', '4H'] ['8D', '7H', 'JC', '2S', '9C']
WIN ['5D', '4D', '2S', '4S', '9D'] ['9C', '2D', 'QS', '8H', '7H']
WIN ['5S', '5D', 'JC', 'QH', '2D'] ['KS', '8H', 'QS', '2H', 'TS']
WIN ['JH', '5H', '5S', 'AH', '7H'] ['3C', '8S', 'AS', 'TD', 'KH']
WIN ['4C', 'KS', '9D', 'AD', '7S'] ['KC', '7D', '8H', '3S', '9C']
WIN ['7H', '5C', '5H', '3C', '8H'] ['QC', '3D', 'KH', '6D', 'JC']
WIN ['8S', '6S', 'TS', '3C', '6H'] ['8D', '5S', '3H', 'TD', '6C']
WIN ['KS', '3D', 'JH', '9C', '7C'] ['9S', 'QS', '5S', '4H', '6H']
WIN ['KC', '8D', 'QD', '6D', 'KH'] ['5C', '7H', '9D', '3D', '9C']
WIN ['KD', '9C', 'JH', '7H', 'KC'] ['8S', '2S', '7S', '3D', '6H']
WIN ['AD', '7C', '3C', '7S', '5S'] ['4D', '9H', '3D', 'JC', 'KH']
WIN ['QC', 'KS', 'QH', '7S', '3C'] ['4C', '5C', 'KC', '5D', 'AH']
WIN ['8S', '3C', '4S', 'TS', '7S'] ['4D', '5C', '2S', '6H', '7C']
WIN ['JS', '7S', '5C', 'KD', '6D'] ['QH', '8S', 'TD', '2H', '6S']
WIN ['QH', '6C', 'TC', '6H', 'TD'] ['4C', '9D', '2H', 'QC', '8H']
WIN ['9H', '9D', 'JD', 'JH', '3S'] ['AH', '2C', '6S', '3H', '8S']
WIN ['5C', 'QC', 'QH', 'AS', 'TS'] ['4S', '6S', '4C', '5H', 'JS']
WIN ['2H', 'TC', '8S', 'AD', '9S'] ['4H', 'TS', '7H', '2C', '5C']
WIN ['TS', 'QH', 'TD', 'QS', '3C'] ['JH', 'AH', '2C', '8D', '7D']
WIN ['5D', 'KC', '3H', '5S', 'AC'] ['4S', '7H', 'QS', '4C', '2H']
WIN ['JD', 'QS', '7S', 'QC', '2S'] ['QH', 'JC', '4S', 'KS', '8D']
WIN ['4S', '5H', 'AH', 'JH', '9C'] ['5D', 'TD', '7C', '2D', '6S']
WIN ['KC', '6C', '7H', '6S', '9C'] ['QD', '5S', '4H', 'KS', 'TD']
WIN ['QS', 'QD', 'AC', 'AD', '4C'] ['6S', '2D', 'AS', '3H', 'KC']
WIN ['QC', 'KC', '3S', 'JC', 'KD'] ['2C', '8D', 'AH', 'QS', 'TS']
WIN ['AS', 'KD', '3D', 'JD', '8H'] ['7C', '8C', '5C', 'QD', '6C']
376
